UnitID,InstitutionName,Year,TotalEnrollment,,
245892,Antioch University,2013,310,,
250902,Moler-Pickens Beauty Academy,2013,74,,
363147,Raphael's School of Beauty Culture Inc-Alliance,2013,87,,
363882,Raphael's School of Beauty Culture Inc-Brunswick,2013,53,,
375407,Madison Adult Career Center,2013,145,,
375416,Remington College-Cleveland Campus,2013,438,,
405012,Ohio State School of Cosmetology-Heath,2013,79,,
407568,Raphael's School of Beauty Culture Inc-Boardman,2013,124,,
411754,Cleveland Clinic Health System-School of Diagnostic Imaging,2013,44,,
434830,Creative Images Institute of Cosmetology-North Dayton,2013,181,,
439899,Rosedale Bible College,2013,45,,
441636,American Institute of Alternative Medicine,2013,263,,
441645,Brown Aveda Institute-Mentor,2013,149,,
444051,Creative Images Institute of Cosmetology-South Dayton,2013,99,,
448600,Stautzenberger College-Brecksville,2013,317,,
450058,Fortis College-Columbus,2013,628,,
450067,Fortis College-Cincinnati,2013,501,,
450395,Brown Aveda Institute-Strongsville,2013,151,,
451477,MyComputerCareer at Columbus,2013,292,,
452081,Ross College-Sylvania,2013,423,,
452373,ATA College-Cincinnati,2013,554,,
452948,Galen College of Nursing-Cincinnati,2013,505,,
453792,Ohio Medical Career College,2013,,,
454236,Chamberlain University-Ohio,2013,667,,
457916,Summit Salon Academy-Perrysburg,2013,76,,
461111,Allstate Hairstyling & Barber College,2013,35,,
461999,Elite School of Cosmetology,2013,34,,
476629,Salon Institute-Toledo Campus,2013,116,,
476683,Athena Career Academy,2013,188,,
482574,DeVry University-Ohio,2013,3578,,
483018,Antioch College,2013,186,,
483647,Ohio Institute of Allied Health,2013,,,
483920,LaBarberia Institute of Hair,2013,,,
486257,Valor Christian College,2013,,,
487302,Fortis College-Cuyahoga Falls,2013,,,
487861,Felbry College,2013,,,
490692,Cincinnati School of Barbering & Hair Design,2013,,,
490832,Ross College-Canton,2013,,,
493521,Global Tech College,2013,,,
494250,Valley College-Cleveland,2013,,,
494995,Meryma'at Barber College,2013,,,
496061,Mason Anthony School of Cosmetology Arts & Sciences,2013,,,
496706,Lakewood University,2013,,,
499398,Arizona College of Nursing-Cincinnati,2013,,,
499404,Arizona College of Nursing-Cleveland,2013,,,
200590,ETI Technical College,2014,152,,
200697,Air Force Institute of Technology-Graduate School of Engineering & Management,2014,860,,
200785,Herzing University-Akron,2014,318,,
200800,University of Akron Main Campus,2014,23962,,
200846,University of Akron Wayne College,2014,1779,,
200873,Allegheny Wesleyan College,2014,62,,
201061,Art Academy of Cincinnati,2014,209,,
201104,Ashland University,2014,5737,,
201140,Athenaeum of Ohio,2014,235,,
201177,Aultman College of Nursing and Health Sciences,2014,358,,
201195,Baldwin Wallace University,2014,3979,,
201283,Belmont College,2014,1042,,
201371,Bluffton University,2014,1094,,
201432,Bowling Green State University-Firelands,2014,2287,,
201441,Bowling Green State University-Main Campus,2014,16554,,
201469,Bryant & Stratton College-Parma,2014,541,,
201548,Capital University,2014,3494,,
201645,Case Western Reserve University,2014,10771,,
201654,Cedarville University,2014,3585,,
201672,Central Ohio Technical College,2014,3567,,
201690,Central State University,2014,1751,,
201751,Chatfield College,2014,408,,
201821,The Christ College of Nursing and Health Sciences,2014,712,,
201867,Cincinnati College of Mortuary Science,2014,85,,
201885,University of Cincinnati-Main Campus,2014,35313,,
201928,Cincinnati State Technical and Community College,2014,10707,,
201946,University of Cincinnati-Clermont College,2014,3246,,
201955,University of Cincinnati-Blue Ash College,2014,5024,,
201964,Ohio Christian University,2014,4058,,
201973,Clark State College,2014,5969,,
202046,Cleveland Institute of Art,2014,559,,
202073,Cleveland Institute of Music,2014,450,,
202134,Cleveland State University,2014,16936,,
202170,Columbus College of Art & Design,2014,1288,,
202222,Columbus State Community College,2014,24448,,
202356,Cuyahoga Community College District,2014,27084,,
202435,Davis College,2014,193,,
202453,Dayton Barber College,2014,55,,
202480,University of Dayton,2014,11343,,
202514,Defiance College,2014,920,,
202523,Denison University,2014,2278,,
202648,Edison State Community College,2014,3042,,
202763,The University of Findlay,2014,5172,,
202806,Franklin University,2014,5732,,
202903,Gods Bible School and College,2014,310,,
202912,Good Samaritan College of Nursing and Health Science,2014,355,,
203085,Heidelberg University,2014,1230,,
203128,Hiram College,2014,1259,,
203155,Hocking College,2014,3474,,
203289,International College of Broadcasting,2014,74,,
203331,Eastern Gateway Community College,2014,3182,,
203368,John Carroll University,2014,3688,,
203386,Hondros College of Nursing,2014,1924,,
203438,Casal Aveda Institute,2014,60,,
203447,Kent State University at Ashtabula,2014,2281,,
203456,Kent State University at East Liverpool,2014,1481,,
203465,Kent State University at Stark,2014,4678,,
203474,Kent State University at Trumbull,2014,2799,,
203483,Kent State University at Tuscarawas,2014,2301,,
203492,Kent State University at Salem,2014,1799,,
203517,Kent State University at Kent,2014,29477,,
203526,Kent State University at Geauga,2014,2725,,
203535,Kenyon College,2014,1662,,
203544,Kettering College,2014,760,,
203580,Lake Erie College,2014,1155,,
203599,Lakeland Community College,2014,8250,,
203614,Collins Career Technical Center,2014,452,,
203678,James A. Rhodes State College,2014,3657,,
203720,Ohio Business College-Sheffield,2014,420,,
203739,Ohio Business College-Sandusky,2014,264,,
203748,Lorain County Community College,2014,11569,,
203757,Lourdes University,2014,1780,,
203775,Malone University,2014,1962,,
203845,Marietta College,2014,1500,,
203881,Marion Technical College,2014,2468,,
203960,Mercy College of Ohio,2014,1196,,
203997,Methodist Theological School in Ohio,2014,175,,
204006,Miami University-Hamilton,2014,3386,,
204015,Miami University-Middletown,2014,2062,,
204024,Miami University-Oxford,2014,18620,,
204121,Moler Hollywood Beauty Academy,2014,89,,
204176,Mount Carmel College of Nursing,2014,1084,,
204185,University of Mount Union,2014,2262,,
204194,Mount Vernon Nazarene University,2014,2137,,
204200,Mount St. Joseph University,2014,2219,,
204255,Zane State College,2014,4009,,
204264,Muskingum University,2014,2074,,
204422,North Central State College,2014,2937,,
204440,Northwest State Community College,2014,3612,,
204459,Toledo Public Schools Adult and Continuing Education,2014,123,,
204468,Notre Dame College,2014,2281,,
204477,Northeast Ohio Medical University,2014,893,,
204486,University of Northwestern Ohio,2014,4111,,
204501,Oberlin College,2014,2978,,
204608,Ohio Technical College,2014,1073,,
204617,Ohio Dominican University,2014,2707,,
204635,Ohio Northern University,2014,3695,,
204662,Ohio State University Agricultural Technical Institute,2014,702,,
204671,Ohio State University-Lima Campus,2014,1056,,
204680,Ohio State University-Mansfield Campus,2014,1188,,
204699,Ohio State University-Marion Campus,2014,1204,,
204705,Ohio State University-Newark Campus,2014,2396,,
204714,Ohio State Beauty Academy,2014,148,,
204723,Ohio State College of Barber Styling,2014,197,,
204769,The Spa School,2014,89,,
204778,Ohio State School of Cosmetology-Canal Winchester,2014,131,,
204796,Ohio State University-Main Campus,2014,58322,,
204802,Ohio University-Eastern Campus,2014,1078,,
204820,Ohio University-Chillicothe Campus,2014,2308,,
204839,Ohio University-Southern Campus,2014,2018,,
204848,Ohio University-Lancaster Campus,2014,2464,,
204857,Ohio University-Main Campus,2014,29217,,
204866,Ohio University-Zanesville Campus,2014,2116,,
204884,East Ohio College,2014,146,,
204893,Trinity Health System School of Nursing,2014,98,,
204909,Ohio Wesleyan University,2014,1734,,
204936,Otterbein University,2014,2791,,
204945,Owens Community College,2014,12561,,
204990,Payne Theological Seminary,2014,125,,
205027,Pontifical College Josephinum,2014,226,,
205054,Professional Skills Institute,2014,286,,
205090,Firelands Regional Medical Center School of Nursing,2014,89,,
205124,Rabbinical College Telshe,2014,88,,
205142,Raphael's School of Beauty Culture Inc-Niles,2014,109,,
205179,Fortis College-Centerville,2014,1645,,
205203,University of Rio Grande,2014,2202,,
205391,The Modern College of Design,2014,139,,
205443,Shawnee State University,2014,4247,,
205470,Sinclair Community College,2014,19093,,
205559,Hussian College-Daymar College Columbus,2014,45,,
205841,Stark State College,2014,14097,,
205887,Stautzenberger College-Maumee,2014,708,,
205957,Franciscan University of Steubenville,2014,2714,,
205966,Southern State Community College,2014,2462,,
206011,Terra State Community College,2014,2603,,
206048,Tiffin University,2014,4100,,
206084,University of Toledo,2014,20626,,
206154,Tri-State Bible College,2014,67,,
206279,Union Institute & University,2014,1567,,
206288,United Theological Seminary,2014,638,,
206349,Ursuline College,2014,1236,,
206394,The North Coast College,2014,166,,
206437,Walsh University,2014,2919,,
206446,Washington State Community College,2014,1623,,
206491,Wilberforce University,2014,387,,
206507,Wilmington College,2014,1200,,
206516,Winebrenner Theological Seminary,2014,64,,
206525,Wittenberg University,2014,1964,,
206589,The College of Wooster,2014,2049,,
206604,Wright State University-Main Campus,2014,16842,,
206613,Wright State University-Lake Campus,2014,1147,,
206622,Xavier University,2014,6508,,
206695,Youngstown State University,2014,12503,,
245892,Antioch University,2014,256,,
250902,Moler-Pickens Beauty Academy,2014,78,,
363147,Raphael's School of Beauty Culture Inc-Alliance,2014,110,,
363882,Raphael's School of Beauty Culture Inc-Brunswick,2014,57,,
375407,Madison Adult Career Center,2014,150,,
375416,Remington College-Cleveland Campus,2014,510,,
405012,Ohio State School of Cosmetology-Heath,2014,117,,
407568,Raphael's School of Beauty Culture Inc-Boardman,2014,137,,
411754,Cleveland Clinic Health System-School of Diagnostic Imaging,2014,37,,
434830,Creative Images Institute of Cosmetology-North Dayton,2014,196,,
439899,Rosedale Bible College,2014,57,,
441636,American Institute of Alternative Medicine,2014,318,,
441645,Brown Aveda Institute-Mentor,2014,149,,
444051,Creative Images Institute of Cosmetology-South Dayton,2014,96,,
448600,Stautzenberger College-Brecksville,2014,307,,
450058,Fortis College-Columbus,2014,694,,
450067,Fortis College-Cincinnati,2014,471,,
450395,Brown Aveda Institute-Strongsville,2014,134,,
451477,MyComputerCareer at Columbus,2014,249,,
452081,Ross College-Sylvania,2014,494,,
452373,ATA College-Cincinnati,2014,548,,
452948,Galen College of Nursing-Cincinnati,2014,439,,
453792,Ohio Medical Career College,2014,,,
454236,Chamberlain University-Ohio,2014,730,,
457916,Summit Salon Academy-Perrysburg,2014,65,,
461111,Allstate Hairstyling & Barber College,2014,34,,
461999,Elite School of Cosmetology,2014,40,,
476629,Salon Institute-Toledo Campus,2014,105,,
476683,Athena Career Academy,2014,165,,
482574,DeVry University-Ohio,2014,2971,,
483018,Antioch College,2014,238,,
483647,Ohio Institute of Allied Health,2014,57,,
483920,LaBarberia Institute of Hair,2014,43,,
486257,Valor Christian College,2014,,,
487302,Fortis College-Cuyahoga Falls,2014,,,
487861,Felbry College,2014,,,
490692,Cincinnati School of Barbering & Hair Design,2014,,,
490832,Ross College-Canton,2014,,,
493521,Global Tech College,2014,,,
494250,Valley College-Cleveland,2014,,,
494995,Meryma'at Barber College,2014,,,
496061,Mason Anthony School of Cosmetology Arts & Sciences,2014,,,
496706,Lakewood University,2014,,,
499398,Arizona College of Nursing-Cincinnati,2014,,,
499404,Arizona College of Nursing-Cleveland,2014,,,
200590,ETI Technical College,2015,124,,
200697,Air Force Institute of Technology-Graduate School of Engineering & Management,2015,910,,
200785,Herzing University-Akron,2015,428,,
200800,University of Akron Main Campus,2015,23101,,
200846,University of Akron Wayne College,2015,1992,,
200873,Allegheny Wesleyan College,2015,63,,
201061,Art Academy of Cincinnati,2015,207,,
201104,Ashland University,2015,5677,,
201140,Athenaeum of Ohio,2015,209,,
201177,Aultman College of Nursing and Health Sciences,2015,372,,
201195,Baldwin Wallace University,2015,3996,,
201283,Belmont College,2015,1074,,
201371,Bluffton University,2015,1011,,
201432,Bowling Green State University-Firelands,2015,2260,,
201441,Bowling Green State University-Main Campus,2015,16908,,
201469,Bryant & Stratton College-Parma,2015,436,,
201548,Capital University,2015,3465,,
201645,Case Western Reserve University,2015,11340,,
201654,Cedarville University,2015,3654,,
201672,Central Ohio Technical College,2015,3566,,
201690,Central State University,2015,1804,,
201751,Chatfield College,2015,396,,
201821,The Christ College of Nursing and Health Sciences,2015,737,,
201867,Cincinnati College of Mortuary Science,2015,100,,
201885,University of Cincinnati-Main Campus,2015,36042,,
201928,Cincinnati State Technical and Community College,2015,9630,,
201946,University of Cincinnati-Clermont College,2015,3099,,
201955,University of Cincinnati-Blue Ash College,2015,5065,,
201964,Ohio Christian University,2015,4290,,
201973,Clark State College,2015,5619,,
202046,Cleveland Institute of Art,2015,606,,
202073,Cleveland Institute of Music,2015,432,,
202134,Cleveland State University,2015,16915,,
202170,Columbus College of Art & Design,2015,1140,,
202222,Columbus State Community College,2015,25983,,
202356,Cuyahoga Community College District,2015,25449,,
202435,Davis College,2015,159,,
202453,Dayton Barber College,2015,48,,
202480,University of Dayton,2015,11250,,
202514,Defiance College,2015,751,,
202523,Denison University,2015,2254,,
202648,Edison State Community College,2015,3122,,
202763,The University of Findlay,2015,5031,,
202806,Franklin University,2015,5102,,
202903,Gods Bible School and College,2015,280,,
202912,Good Samaritan College of Nursing and Health Science,2015,398,,
203085,Heidelberg University,2015,1197,,
203128,Hiram College,2015,1122,,
203155,Hocking College,2015,3243,,
203289,International College of Broadcasting,2015,62,,
203331,Eastern Gateway Community College,2015,3024,,
203368,John Carroll University,2015,3673,,
203386,Hondros College of Nursing,2015,1963,,
203438,Casal Aveda Institute,2015,151,,
203447,Kent State University at Ashtabula,2015,2288,,
203456,Kent State University at East Liverpool,2015,1245,,
203465,Kent State University at Stark,2015,4755,,
203474,Kent State University at Trumbull,2015,2579,,
203483,Kent State University at Tuscarawas,2015,2179,,
203492,Kent State University at Salem,2015,1739,,
203517,Kent State University at Kent,2015,30067,,
203526,Kent State University at Geauga,2015,2531,,
203535,Kenyon College,2015,1711,,
203544,Kettering College,2015,732,,
203580,Lake Erie College,2015,1243,,
203599,Lakeland Community College,2015,7941,,
203614,Collins Career Technical Center,2015,501,,
203678,James A. Rhodes State College,2015,4368,,
203720,Ohio Business College-Sheffield,2015,392,,
203739,Ohio Business College-Sandusky,2015,244,,
203748,Lorain County Community College,2015,11520,,
203757,Lourdes University,2015,1530,,
203775,Malone University,2015,1722,,
203845,Marietta College,2015,1331,,
203881,Marion Technical College,2015,2441,,
203960,Mercy College of Ohio,2015,1243,,
203997,Methodist Theological School in Ohio,2015,148,,
204006,Miami University-Hamilton,2015,3030,,
204015,Miami University-Middletown,2015,1877,,
204024,Miami University-Oxford,2015,19076,,
204121,Moler Hollywood Beauty Academy,2015,89,,
204176,Mount Carmel College of Nursing,2015,1063,,
204185,University of Mount Union,2015,2191,,
204194,Mount Vernon Nazarene University,2015,2131,,
204200,Mount St. Joseph University,2015,2073,,
204255,Zane State College,2015,3362,,
204264,Muskingum University,2015,2427,,
204422,North Central State College,2015,2939,,
204440,Northwest State Community College,2015,3630,,
204459,Toledo Public Schools Adult and Continuing Education,2015,93,,
204468,Notre Dame College,2015,2094,,
204477,Northeast Ohio Medical University,2015,922,,
204486,University of Northwestern Ohio,2015,3996,,
204501,Oberlin College,2015,2929,,
204608,Ohio Technical College,2015,1072,,
204617,Ohio Dominican University,2015,2534,,
204635,Ohio Northern University,2015,3238,,
204662,Ohio State University Agricultural Technical Institute,2015,751,,
204671,Ohio State University-Lima Campus,2015,1010,,
204680,Ohio State University-Mansfield Campus,2015,1199,,
204699,Ohio State University-Marion Campus,2015,1085,,
204705,Ohio State University-Newark Campus,2015,2476,,
204714,Ohio State Beauty Academy,2015,127,,
204723,Ohio State College of Barber Styling,2015,230,,
204769,The Spa School,2015,125,,
204778,Ohio State School of Cosmetology-Canal Winchester,2015,156,,
204796,Ohio State University-Main Campus,2015,58663,,
204802,Ohio University-Eastern Campus,2015,669,,
204820,Ohio University-Chillicothe Campus,2015,1799,,
204839,Ohio University-Southern Campus,2015,1426,,
204848,Ohio University-Lancaster Campus,2015,1933,,
204857,Ohio University-Main Campus,2015,29012,,
204866,Ohio University-Zanesville Campus,2015,1478,,
204884,East Ohio College,2015,173,,
204893,Trinity Health System School of Nursing,2015,66,,
204909,Ohio Wesleyan University,2015,1671,,
204936,Otterbein University,2015,2808,,
204945,Owens Community College,2015,11531,,
204990,Payne Theological Seminary,2015,174,,
205027,Pontifical College Josephinum,2015,223,,
205054,Professional Skills Institute,2015,289,,
205090,Firelands Regional Medical Center School of Nursing,2015,90,,
205124,Rabbinical College Telshe,2015,65,,
205142,Raphael's School of Beauty Culture Inc-Niles,2015,127,,
205179,Fortis College-Centerville,2015,1006,,
205203,University of Rio Grande,2015,2077,,
205391,The Modern College of Design,2015,172,,
205443,Shawnee State University,2015,3881,,
205470,Sinclair Community College,2015,18136,,
205559,Hussian College-Daymar College Columbus,2015,47,,
205841,Stark State College,2015,12645,,
205887,Stautzenberger College-Maumee,2015,650,,
205957,Franciscan University of Steubenville,2015,2716,,
205966,Southern State Community College,2015,2408,,
206011,Terra State Community College,2015,2652,,
206048,Tiffin University,2015,3496,,
206084,University of Toledo,2015,20377,,
206154,Tri-State Bible College,2015,52,,
206279,Union Institute & University,2015,1396,,
206288,United Theological Seminary,2015,542,,
206349,Ursuline College,2015,1178,,
206394,The North Coast College,2015,135,,
206437,Walsh University,2015,2860,,
206446,Washington State Community College,2015,1477,,
206491,Wilberforce University,2015,646,,
206507,Wilmington College,2015,1112,,
206516,Winebrenner Theological Seminary,2015,74,,
206525,Wittenberg University,2015,1876,,
206589,The College of Wooster,2015,2050,,
206604,Wright State University-Main Campus,2015,17070,,
206613,Wright State University-Lake Campus,2015,1172,,
206622,Xavier University,2015,6260,,
206695,Youngstown State University,2015,12442,,
245892,Antioch University,2015,180,,
250902,Moler-Pickens Beauty Academy,2015,78,,
363147,Raphael's School of Beauty Culture Inc-Alliance,2015,104,,
363882,Raphael's School of Beauty Culture Inc-Brunswick,2015,55,,
375407,Madison Adult Career Center,2015,138,,
375416,Remington College-Cleveland Campus,2015,548,,
405012,Ohio State School of Cosmetology-Heath,2015,155,,
407568,Raphael's School of Beauty Culture Inc-Boardman,2015,96,,
411754,Cleveland Clinic Health System-School of Diagnostic Imaging,2015,32,,
434830,Creative Images Institute of Cosmetology-North Dayton,2015,213,,
439899,Rosedale Bible College,2015,56,,
441636,American Institute of Alternative Medicine,2015,386,,
441645,Brown Aveda Institute-Mentor,2015,149,,
444051,Creative Images Institute of Cosmetology-South Dayton,2015,85,,
448600,Stautzenberger College-Brecksville,2015,341,,
450058,Fortis College-Columbus,2015,661,,
450067,Fortis College-Cincinnati,2015,417,,
450395,Brown Aveda Institute-Strongsville,2015,138,,
451477,MyComputerCareer at Columbus,2015,223,,
452081,Ross College-Sylvania,2015,459,,
452373,ATA College-Cincinnati,2015,443,,
452948,Galen College of Nursing-Cincinnati,2015,372,,
453792,Ohio Medical Career College,2015,255,,
454236,Chamberlain University-Ohio,2015,757,,
457916,Summit Salon Academy-Perrysburg,2015,66,,
461111,Allstate Hairstyling & Barber College,2015,40,,
461999,Elite School of Cosmetology,2015,42,,
476629,Salon Institute-Toledo Campus,2015,89,,
476683,Athena Career Academy,2015,190,,
482574,DeVry University-Ohio,2015,2307,,
483018,Antioch College,2015,266,,
483647,Ohio Institute of Allied Health,2015,49,,
483920,LaBarberia Institute of Hair,2015,95,,
486257,Valor Christian College,2015,255,,
487302,Fortis College-Cuyahoga Falls,2015,449,,
487861,Felbry College,2015,,,
490692,Cincinnati School of Barbering & Hair Design,2015,,,
490832,Ross College-Canton,2015,,,
493521,Global Tech College,2015,,,
494250,Valley College-Cleveland,2015,,,
494995,Meryma'at Barber College,2015,,,
496061,Mason Anthony School of Cosmetology Arts & Sciences,2015,,,
496706,Lakewood University,2015,,,
499398,Arizona College of Nursing-Cincinnati,2015,,,
499404,Arizona College of Nursing-Cleveland,2015,,,
200590,ETI Technical College,2016,144,,
200697,Air Force Institute of Technology-Graduate School of Engineering & Management,2016,966,,
200785,Herzing University-Akron,2016,478,,
200800,University of Akron Main Campus,2016,21100,,
200846,University of Akron Wayne College,2016,1923,,
200873,Allegheny Wesleyan College,2016,79,,
201061,Art Academy of Cincinnati,2016,207,,
201104,Ashland University,2016,6579,,
201140,Athenaeum of Ohio,2016,188,,
201177,Aultman College of Nursing and Health Sciences,2016,391,,
201195,Baldwin Wallace University,2016,3933,,
201283,Belmont College,2016,1202,,
201371,Bluffton University,2016,952,,
201432,Bowling Green State University-Firelands,2016,2162,,
201441,Bowling Green State University-Main Campus,2016,17644,,
201469,Bryant & Stratton College-Parma,2016,334,,
201548,Capital University,2016,3367,,
201645,Case Western Reserve University,2016,11664,,
201654,Cedarville University,2016,3714,,
201672,Central Ohio Technical College,2016,3337,,
201690,Central State University,2016,1741,,
201751,Chatfield College,2016,379,,
201821,The Christ College of Nursing and Health Sciences,2016,852,,
201867,Cincinnati College of Mortuary Science,2016,91,,
201885,University of Cincinnati-Main Campus,2016,36596,,
201928,Cincinnati State Technical and Community College,2016,9056,,
201946,University of Cincinnati-Clermont College,2016,2883,,
201955,University of Cincinnati-Blue Ash College,2016,4818,,
201964,Ohio Christian University,2016,4661,,
201973,Clark State College,2016,5915,,
202046,Cleveland Institute of Art,2016,624,,
202073,Cleveland Institute of Music,2016,431,,
202134,Cleveland State University,2016,16864,,
202170,Columbus College of Art & Design,2016,1095,,
202222,Columbus State Community College,2016,27109,,
202356,Cuyahoga Community College District,2016,23987,,
202435,Davis College,2016,114,,
202453,Dayton Barber College,2016,31,,
202480,University of Dayton,2016,10803,,
202514,Defiance College,2016,648,,
202523,Denison University,2016,2277,,
202648,Edison State Community College,2016,3402,,
202763,The University of Findlay,2016,5078,,
202806,Franklin University,2016,5006,,
202903,Gods Bible School and College,2016,294,,
202912,Good Samaritan College of Nursing and Health Science,2016,403,,
203085,Heidelberg University,2016,1314,,
203128,Hiram College,2016,1114,,
203155,Hocking College,2016,2940,,
203289,International College of Broadcasting,2016,55,,
203331,Eastern Gateway Community College,2016,4527,,
203368,John Carroll University,2016,3523,,
203386,Hondros College of Nursing,2016,1709,,
203438,Casal Aveda Institute,2016,140,,
203447,Kent State University at Ashtabula,2016,2074,,
203456,Kent State University at East Liverpool,2016,1302,,
203465,Kent State University at Stark,2016,5015,,
203474,Kent State University at Trumbull,2016,2379,,
203483,Kent State University at Tuscarawas,2016,2066,,
203492,Kent State University at Salem,2016,1675,,
203517,Kent State University at Kent,2016,30167,,
203526,Kent State University at Geauga,2016,2416,,
203535,Kenyon College,2016,1708,,
203544,Kettering College,2016,759,,
203580,Lake Erie College,2016,1201,,
203599,Lakeland Community College,2016,7997,,
203614,Collins Career Technical Center,2016,443,,
203678,James A. Rhodes State College,2016,4519,,
203720,Ohio Business College-Sheffield,2016,309,,
203739,Ohio Business College-Sandusky,2016,217,,
203748,Lorain County Community College,2016,11482,,
203757,Lourdes University,2016,1426,,
203775,Malone University,2016,1667,,
203845,Marietta College,2016,1224,,
203881,Marion Technical College,2016,2618,,
203960,Mercy College of Ohio,2016,1351,,
203997,Methodist Theological School in Ohio,2016,153,,
204006,Miami University-Hamilton,2016,2894,,
204015,Miami University-Middletown,2016,1914,,
204024,Miami University-Oxford,2016,19697,,
204121,Moler Hollywood Beauty Academy,2016,93,,
204176,Mount Carmel College of Nursing,2016,1105,,
204185,University of Mount Union,2016,2281,,
204194,Mount Vernon Nazarene University,2016,2245,,
204200,Mount St. Joseph University,2016,2045,,
204255,Zane State College,2016,3147,,
204264,Muskingum University,2016,2121,,
204422,North Central State College,2016,3094,,
204440,Northwest State Community College,2016,3102,,
204459,Toledo Public Schools Adult and Continuing Education,2016,100,,
204468,Notre Dame College,2016,1985,,
204477,Northeast Ohio Medical University,2016,959,,
204486,University of Northwestern Ohio,2016,3812,,
204501,Oberlin College,2016,2912,,
204608,Ohio Technical College,2016,1023,,
204617,Ohio Dominican University,2016,2406,,
204635,Ohio Northern University,2016,3108,,
204662,Ohio State University Agricultural Technical Institute,2016,722,,
204671,Ohio State University-Lima Campus,2016,1039,,
204680,Ohio State University-Mansfield Campus,2016,1128,,
204699,Ohio State University-Marion Campus,2016,1139,,
204705,Ohio State University-Newark Campus,2016,2536,,
204714,Ohio State Beauty Academy,2016,116,,
204723,Ohio State College of Barber Styling,2016,233,,
204769,The Spa School,2016,127,,
204778,Ohio State School of Cosmetology-Canal Winchester,2016,138,,
204796,Ohio State University-Main Campus,2016,59482,,
204802,Ohio University-Eastern Campus,2016,647,,
204820,Ohio University-Chillicothe Campus,2016,1774,,
204839,Ohio University-Southern Campus,2016,1372,,
204848,Ohio University-Lancaster Campus,2016,1829,,
204857,Ohio University-Main Campus,2016,29509,,
204866,Ohio University-Zanesville Campus,2016,1279,,
204884,East Ohio College,2016,204,,
204893,Trinity Health System School of Nursing,2016,84,,
204909,Ohio Wesleyan University,2016,1638,,
204936,Otterbein University,2016,2928,,
204945,Owens Community College,2016,10171,,
204990,Payne Theological Seminary,2016,190,,
205027,Pontifical College Josephinum,2016,161,,
205054,Professional Skills Institute,2016,392,,
205090,Firelands Regional Medical Center School of Nursing,2016,66,,
205124,Rabbinical College Telshe,2016,73,,
205142,Raphael's School of Beauty Culture Inc-Niles,2016,134,,
205179,Fortis College-Centerville,2016,861,,
205203,University of Rio Grande,2016,1903,,
205391,The Modern College of Design,2016,194,,
205443,Shawnee State University,2016,3772,,
205470,Sinclair Community College,2016,18610,,
205559,Hussian College-Daymar College Columbus,2016,114,,
205841,Stark State College,2016,12365,,
205887,Stautzenberger College-Maumee,2016,656,,
205957,Franciscan University of Steubenville,2016,2759,,
205966,Southern State Community College,2016,2721,,
206011,Terra State Community College,2016,2365,,
206048,Tiffin University,2016,3350,,
206084,University of Toledo,2016,20615,,
206154,Tri-State Bible College,2016,43,,
206279,Union Institute & University,2016,1133,,
206288,United Theological Seminary,2016,409,,
206349,Ursuline College,2016,1136,,
206394,The North Coast College,2016,169,,
206437,Walsh University,2016,2795,,
206446,Washington State Community College,2016,1714,,
206491,Wilberforce University,2016,645,,
206507,Wilmington College,2016,1140,,
206516,Winebrenner Theological Seminary,2016,66,,
206525,Wittenberg University,2016,1988,,
206589,The College of Wooster,2016,2003,,
206604,Wright State University-Main Campus,2016,16655,,
206613,Wright State University-Lake Campus,2016,1336,,
206622,Xavier University,2016,6509,,
206695,Youngstown State University,2016,12643,,
245892,Antioch University,2016,155,,
250902,Moler-Pickens Beauty Academy,2016,78,,
363147,Raphael's School of Beauty Culture Inc-Alliance,2016,114,,
363882,Raphael's School of Beauty Culture Inc-Brunswick,2016,50,,
375407,Madison Adult Career Center,2016,128,,
375416,Remington College-Cleveland Campus,2016,564,,
405012,Ohio State School of Cosmetology-Heath,2016,83,,
407568,Raphael's School of Beauty Culture Inc-Boardman,2016,106,,
411754,Cleveland Clinic Health System-School of Diagnostic Imaging,2016,38,,
434830,Creative Images Institute of Cosmetology-North Dayton,2016,176,,
439899,Rosedale Bible College,2016,63,,
441636,American Institute of Alternative Medicine,2016,376,,
441645,Brown Aveda Institute-Mentor,2016,139,,
444051,Creative Images Institute of Cosmetology-South Dayton,2016,88,,
448600,Stautzenberger College-Brecksville,2016,408,,
450058,Fortis College-Columbus,2016,789,,
450067,Fortis College-Cincinnati,2016,409,,
450395,Brown Aveda Institute-Strongsville,2016,113,,
451477,MyComputerCareer at Columbus,2016,246,,
452081,Ross College-Sylvania,2016,507,,
452373,ATA College-Cincinnati,2016,348,,
452948,Galen College of Nursing-Cincinnati,2016,407,,
453792,Ohio Medical Career College,2016,127,,
454236,Chamberlain University-Ohio,2016,718,,
457916,Summit Salon Academy-Perrysburg,2016,52,,
461111,Allstate Hairstyling & Barber College,2016,31,,
461999,Elite School of Cosmetology,2016,70,,
476629,Salon Institute-Toledo Campus,2016,89,,
476683,Athena Career Academy,2016,188,,
482574,DeVry University-Ohio,2016,1635,,
483018,Antioch College,2016,223,,
483647,Ohio Institute of Allied Health,2016,75,,
483920,LaBarberia Institute of Hair,2016,164,,
486257,Valor Christian College,2016,263,,
487302,Fortis College-Cuyahoga Falls,2016,504,,
487861,Felbry College,2016,86,,
