UnitID,InstitutionName,Year,TotalEnrollment,,
200590,ETI Technical College,2003,244,,
200697,Air Force Institute of Technology-Graduate School of Engineering & Management,2003,,,
200785,Herzing University-Akron,2003,269,,
200800,University of Akron Main Campus,2003,21452,,
200846,University of Akron Wayne College,2003,1470,,
200873,Allegheny Wesleyan College,2003,45,,
201061,Art Academy of Cincinnati,2003,194,,
201104,Ashland University,2003,6835,,
201140,Athenaeum of Ohio,2003,258,,
201177,Aultman College of Nursing and Health Sciences,2003,234,,
201195,Baldwin Wallace University,2003,4692,,
201283,Belmont College,2003,1753,,
201371,Bluffton University,2003,1121,,
201432,Bowling Green State University-Firelands,2003,1827,,
201441,Bowling Green State University-Main Campus,2003,18534,,
201469,Bryant & Stratton College-Parma,2003,228,,
201548,Capital University,2003,3959,,
201645,Case Western Reserve University,2003,9186,,
201654,Cedarville University,2003,3015,,
201672,Central Ohio Technical College,2003,2590,,
201690,Central State University,2003,1621,,
201751,Chatfield College,2003,245,,
201821,The Christ College of Nursing and Health Sciences,2003,277,,
201867,Cincinnati College of Mortuary Science,2003,122,,
201885,University of Cincinnati-Main Campus,2003,26817,,
201928,Cincinnati State Technical and Community College,2003,7722,,
201946,University of Cincinnati-Clermont College,2003,2659,,
201955,University of Cincinnati-Blue Ash College,2003,4347,,
201964,Ohio Christian University,2003,337,,
201973,Clark State College,2003,3309,,
202046,Cleveland Institute of Art,2003,624,,
202073,Cleveland Institute of Music,2003,418,,
202134,Cleveland State University,2003,16014,,
202170,Columbus College of Art & Design,2003,1631,,
202222,Columbus State Community College,2003,23297,,
202356,Cuyahoga Community College District,2003,23231,,
202435,Davis College,2003,417,,
202453,Dayton Barber College,2003,56,,
202480,University of Dayton,2003,10284,,
202514,Defiance College,2003,1036,,
202523,Denison University,2003,2232,,
202648,Edison State Community College,2003,3116,,
202763,The University of Findlay,2003,4712,,
202806,Franklin University,2003,6286,,
202903,Gods Bible School and College,2003,252,,
202912,Good Samaritan College of Nursing and Health Science,2003,300,,
203085,Heidelberg University,2003,1339,,
203128,Hiram College,2003,1104,,
203155,Hocking College,2003,4754,,
203289,International College of Broadcasting,2003,100,,
203331,Eastern Gateway Community College,2003,1604,,
203368,John Carroll University,2003,4242,,
203386,Hondros College of Nursing,2003,,,
203438,Casal Aveda Institute,2003,73,,
203447,Kent State University at Ashtabula,2003,1371,,
203456,Kent State University at East Liverpool,2003,725,,
203465,Kent State University at Stark,2003,3820,,
203474,Kent State University at Trumbull,2003,2270,,
203483,Kent State University at Tuscarawas,2003,2019,,
203492,Kent State University at Salem,2003,1332,,
203517,Kent State University at Kent,2003,24242,,
203526,Kent State University at Geauga,2003,884,,
203535,Kenyon College,2003,1613,,
203544,Kettering College,2003,651,,
203580,Lake Erie College,2003,1032,,
203599,Lakeland Community College,2003,8635,,
203614,Collins Career Technical Center,2003,538,,
203678,James A. Rhodes State College,2003,2842,,
203720,Ohio Business College-Sheffield,2003,333,,
203739,Ohio Business College-Sandusky,2003,154,,
203748,Lorain County Community College,2003,9409,,
203757,Lourdes University,2003,1249,,
203775,Malone University,2003,2206,,
203845,Marietta College,2003,1342,,
203881,Marion Technical College,2003,2121,,
203960,Mercy College of Ohio,2003,566,,
203997,Methodist Theological School in Ohio,2003,262,,
204006,Miami University-Hamilton,2003,2554,,
204015,Miami University-Middletown,2003,2128,,
204024,Miami University-Oxford,2003,16863,,
204121,Moler Hollywood Beauty Academy,2003,100,,
204176,Mount Carmel College of Nursing,2003,552,,
204185,University of Mount Union,2003,2425,,
204194,Mount Vernon Nazarene University,2003,2392,,
204200,Mount St. Joseph University,2003,2110,,
204255,Zane State College,2003,1702,,
204264,Muskingum University,2003,2145,,
204422,North Central State College,2003,4482,,
204440,Northwest State Community College,2003,3348,,
204459,Toledo Public Schools Adult and Continuing Education,2003,226,,
204468,Notre Dame College,2003,989,,
204477,Northeast Ohio Medical University,2003,430,,
204486,University of Northwestern Ohio,2003,2665,,
204501,Oberlin College,2003,2922,,
204608,Ohio Technical College,2003,456,,
204617,Ohio Dominican University,2003,2566,,
204635,Ohio Northern University,2003,3451,,
204662,Ohio State University Agricultural Technical Institute,2003,830,,
204671,Ohio State University-Lima Campus,2003,1338,,
204680,Ohio State University-Mansfield Campus,2003,1640,,
204699,Ohio State University-Marion Campus,2003,1567,,
204705,Ohio State University-Newark Campus,2003,2148,,
204714,Ohio State Beauty Academy,2003,164,,
204723,Ohio State College of Barber Styling,2003,77,,
204769,The Spa School,2003,52,,
204778,Ohio State School of Cosmetology-Canal Winchester,2003,95,,
204796,Ohio State University-Main Campus,2003,50731,,
204802,Ohio University-Eastern Campus,2003,966,,
204820,Ohio University-Chillicothe Campus,2003,2018,,
204839,Ohio University-Southern Campus,2003,1944,,
204848,Ohio University-Lancaster Campus,2003,1734,,
204857,Ohio University-Main Campus,2003,20452,,
204866,Ohio University-Zanesville Campus,2003,1974,,
204884,East Ohio College,2003,126,,
204893,Trinity Health System School of Nursing,2003,134,,
204909,Ohio Wesleyan University,2003,1929,,
204936,Otterbein University,2003,3004,,
204945,Owens Community College,2003,19341,,
204990,Payne Theological Seminary,2003,122,,
205027,Pontifical College Josephinum,2003,149,,
205054,Professional Skills Institute,2003,239,,
205090,Firelands Regional Medical Center School of Nursing,2003,92,,
205124,Rabbinical College Telshe,2003,64,,
205142,Raphael's School of Beauty Culture Inc-Niles,2003,98,,
205179,Fortis College-Centerville,2003,599,,
205203,University of Rio Grande,2003,2074,,
205391,The Modern College of Design,2003,121,,
205443,Shawnee State University,2003,3693,,
205470,Sinclair Community College,2003,19860,,
205559,Hussian College-Daymar College Columbus,2003,60,,
205841,Stark State College,2003,5667,,
205887,Stautzenberger College-Maumee,2003,792,,
205957,Franciscan University of Steubenville,2003,2281,,
205966,Southern State Community College,2003,2346,,
206011,Terra State Community College,2003,2549,,
206048,Tiffin University,2003,1407,,
206084,University of Toledo,2003,20594,,
206154,Tri-State Bible College,2003,51,,
206279,Union Institute & University,2003,2902,,
206288,United Theological Seminary,2003,321,,
206349,Ursuline College,2003,1409,,
206394,The North Coast College,2003,235,,
206437,Walsh University,2003,1801,,
206446,Washington State Community College,2003,2221,,
206491,Wilberforce University,2003,1180,,
206507,Wilmington College,2003,1807,,
206516,Winebrenner Theological Seminary,2003,100,,
206525,Wittenberg University,2003,2282,,
206589,The College of Wooster,2003,1871,,
206604,Wright State University-Main Campus,2003,14648,,
206613,Wright State University-Lake Campus,2003,892,,
206622,Xavier University,2003,6626,,
206695,Youngstown State University,2003,12870,,
245892,Antioch University,2003,715,,
250902,Moler-Pickens Beauty Academy,2003,121,,
363147,Raphael's School of Beauty Culture Inc-Alliance,2003,29,,
363882,Raphael's School of Beauty Culture Inc-Brunswick,2003,35,,
375407,Madison Adult Career Center,2003,33,,
375416,Remington College-Cleveland Campus,2003,163,,
405012,Ohio State School of Cosmetology-Heath,2003,103,,
407568,Raphael's School of Beauty Culture Inc-Boardman,2003,52,,
411754,Cleveland Clinic Health System-School of Diagnostic Imaging,2003,41,,
434830,Creative Images Institute of Cosmetology-North Dayton,2003,177,,
439899,Rosedale Bible College,2003,81,,
441636,American Institute of Alternative Medicine,2003,252,,
441645,Brown Aveda Institute-Mentor,2003,118,,
444051,Creative Images Institute of Cosmetology-South Dayton,2003,134,,
448600,Stautzenberger College-Brecksville,2003,,,
450058,Fortis College-Columbus,2003,,,
450067,Fortis College-Cincinnati,2003,,,
450395,Brown Aveda Institute-Strongsville,2003,,,
451477,MyComputerCareer at Columbus,2003,,,
452081,Ross College-Sylvania,2003,,,
452373,ATA College-Cincinnati,2003,,,
452948,Galen College of Nursing-Cincinnati,2003,,,
453792,Ohio Medical Career College,2003,,,
454236,Chamberlain University-Ohio,2003,,,
457916,Summit Salon Academy-Perrysburg,2003,,,
461111,Allstate Hairstyling & Barber College,2003,,,
461999,Elite School of Cosmetology,2003,,,
476629,Salon Institute-Toledo Campus,2003,,,
476683,Athena Career Academy,2003,,,
482574,DeVry University-Ohio,2003,,,
483018,Antioch College,2003,,,
483647,Ohio Institute of Allied Health,2003,,,
483920,LaBarberia Institute of Hair,2003,,,
486257,Valor Christian College,2003,,,
487302,Fortis College-Cuyahoga Falls,2003,,,
487861,Felbry College,2003,,,
490692,Cincinnati School of Barbering & Hair Design,2003,,,
490832,Ross College-Canton,2003,,,
493521,Global Tech College,2003,,,
494250,Valley College-Cleveland,2003,,,
494995,Meryma'at Barber College,2003,,,
496061,Mason Anthony School of Cosmetology Arts & Sciences,2003,,,
496706,Lakewood University,2003,,,
499398,Arizona College of Nursing-Cincinnati,2003,,,
499404,Arizona College of Nursing-Cleveland,2003,,,
200590,ETI Technical College,2004,321,,
200697,Air Force Institute of Technology-Graduate School of Engineering & Management,2004,,,
200785,Herzing University-Akron,2004,221,,
200800,University of Akron Main Campus,2004,21598,,
200846,University of Akron Wayne College,2004,1691,,
200873,Allegheny Wesleyan College,2004,57,,
201061,Art Academy of Cincinnati,2004,221,,
201104,Ashland University,2004,6922,,
201140,Athenaeum of Ohio,2004,267,,
201177,Aultman College of Nursing and Health Sciences,2004,296,,
201195,Baldwin Wallace University,2004,4600,,
201283,Belmont College,2004,1740,,
201371,Bluffton University,2004,1191,,
201432,Bowling Green State University-Firelands,2004,1986,,
201441,Bowling Green State University-Main Campus,2004,18989,,
201469,Bryant & Stratton College-Parma,2004,216,,
201548,Capital University,2004,3894,,
201645,Case Western Reserve University,2004,9095,,
201654,Cedarville University,2004,3093,,
201672,Central Ohio Technical College,2004,2784,,
201690,Central State University,2004,1820,,
201751,Chatfield College,2004,248,,
201821,The Christ College of Nursing and Health Sciences,2004,257,,
201867,Cincinnati College of Mortuary Science,2004,159,,
201885,University of Cincinnati-Main Campus,2004,27178,,
201928,Cincinnati State Technical and Community College,2004,8472,,
201946,University of Cincinnati-Clermont College,2004,2765,,
201955,University of Cincinnati-Blue Ash College,2004,4421,,
201964,Ohio Christian University,2004,431,,
201973,Clark State College,2004,3510,,
202046,Cleveland Institute of Art,2004,607,,
202073,Cleveland Institute of Music,2004,422,,
202134,Cleveland State University,2004,15664,,
202170,Columbus College of Art & Design,2004,1559,,
202222,Columbus State Community College,2004,21941,,
202356,Cuyahoga Community College District,2004,24664,,
202435,Davis College,2004,403,,
202453,Dayton Barber College,2004,53,,
202480,University of Dayton,2004,10495,,
202514,Defiance College,2004,1035,,
202523,Denison University,2004,2211,,
202648,Edison State Community College,2004,3139,,
202763,The University of Findlay,2004,4654,,
202806,Franklin University,2004,6823,,
202903,Gods Bible School and College,2004,301,,
202912,Good Samaritan College of Nursing and Health Science,2004,309,,
203085,Heidelberg University,2004,1483,,
203128,Hiram College,2004,1125,,
203155,Hocking College,2004,4458,,
203289,International College of Broadcasting,2004,99,,
203331,Eastern Gateway Community College,2004,1658,,
203368,John Carroll University,2004,4101,,
203386,Hondros College of Nursing,2004,,,
203438,Casal Aveda Institute,2004,70,,
203447,Kent State University at Ashtabula,2004,1474,,
203456,Kent State University at East Liverpool,2004,768,,
203465,Kent State University at Stark,2004,3881,,
203474,Kent State University at Trumbull,2004,2172,,
203483,Kent State University at Tuscarawas,2004,1935,,
203492,Kent State University at Salem,2004,1371,,
203517,Kent State University at Kent,2004,24347,,
203526,Kent State University at Geauga,2004,875,,
203535,Kenyon College,2004,1634,,
203544,Kettering College,2004,722,,
203580,Lake Erie College,2004,1043,,
203599,Lakeland Community College,2004,8605,,
203614,Collins Career Technical Center,2004,619,,
203678,James A. Rhodes State College,2004,2865,,
203720,Ohio Business College-Sheffield,2004,250,,
203739,Ohio Business College-Sandusky,2004,232,,
203748,Lorain County Community College,2004,9729,,
203757,Lourdes University,2004,1491,,
203775,Malone University,2004,2250,,
203845,Marietta College,2004,1480,,
203881,Marion Technical College,2004,2240,,
203960,Mercy College of Ohio,2004,688,,
203997,Methodist Theological School in Ohio,2004,253,,
204006,Miami University-Hamilton,2004,2590,,
204015,Miami University-Middletown,2004,2032,,
204024,Miami University-Oxford,2004,17161,,
204121,Moler Hollywood Beauty Academy,2004,92,,
204176,Mount Carmel College of Nursing,2004,573,,
204185,University of Mount Union,2004,2333,,
204194,Mount Vernon Nazarene University,2004,2455,,
204200,Mount St. Joseph University,2004,2158,,
204255,Zane State College,2004,1789,,
204264,Muskingum University,2004,2176,,
204422,North Central State College,2004,3342,,
204440,Northwest State Community College,2004,3145,,
204459,Toledo Public Schools Adult and Continuing Education,2004,261,,
204468,Notre Dame College,2004,1299,,
204477,Northeast Ohio Medical University,2004,430,,
204486,University of Northwestern Ohio,2004,2971,,
204501,Oberlin College,2004,2857,,
204608,Ohio Technical College,2004,613,,
204617,Ohio Dominican University,2004,2844,,
204635,Ohio Northern University,2004,3495,,
204662,Ohio State University Agricultural Technical Institute,2004,791,,
204671,Ohio State University-Lima Campus,2004,1281,,
204680,Ohio State University-Mansfield Campus,2004,1634,,
204699,Ohio State University-Marion Campus,2004,1521,,
204705,Ohio State University-Newark Campus,2004,2143,,
204714,Ohio State Beauty Academy,2004,151,,
204723,Ohio State College of Barber Styling,2004,84,,
204769,The Spa School,2004,76,,
204778,Ohio State School of Cosmetology-Canal Winchester,2004,94,,
204796,Ohio State University-Main Campus,2004,50995,,
204802,Ohio University-Eastern Campus,2004,862,,
204820,Ohio University-Chillicothe Campus,2004,2048,,
204839,Ohio University-Southern Campus,2004,1860,,
204848,Ohio University-Lancaster Campus,2004,1723,,
204857,Ohio University-Main Campus,2004,20143,,
204866,Ohio University-Zanesville Campus,2004,1877,,
204884,East Ohio College,2004,157,,
204893,Trinity Health System School of Nursing,2004,148,,
204909,Ohio Wesleyan University,2004,1944,,
204936,Otterbein University,2004,3089,,
204945,Owens Community College,2004,19671,,
204990,Payne Theological Seminary,2004,51,,
205027,Pontifical College Josephinum,2004,140,,
205054,Professional Skills Institute,2004,228,,
205090,Firelands Regional Medical Center School of Nursing,2004,117,,
205124,Rabbinical College Telshe,2004,57,,
205142,Raphael's School of Beauty Culture Inc-Niles,2004,116,,
205179,Fortis College-Centerville,2004,558,,
205203,University of Rio Grande,2004,2530,,
205391,The Modern College of Design,2004,123,,
205443,Shawnee State University,2004,3798,,
205470,Sinclair Community College,2004,19622,,
205559,Hussian College-Daymar College Columbus,2004,75,,
205841,Stark State College,2004,6265,,
205887,Stautzenberger College-Maumee,2004,805,,
205957,Franciscan University of Steubenville,2004,2374,,
205966,Southern State Community College,2004,2346,,
206011,Terra State Community College,2004,2634,,
206048,Tiffin University,2004,1562,,
206084,University of Toledo,2004,19480,,
206154,Tri-State Bible College,2004,13,,
206279,Union Institute & University,2004,2539,,
206288,United Theological Seminary,2004,352,,
206349,Ursuline College,2004,1462,,
206394,The North Coast College,2004,252,,
206437,Walsh University,2004,1951,,
206446,Washington State Community College,2004,2183,,
206491,Wilberforce University,2004,998,,
206507,Wilmington College,2004,1755,,
206516,Winebrenner Theological Seminary,2004,92,,
206525,Wittenberg University,2004,2182,,
206589,The College of Wooster,2004,1827,,
206604,Wright State University-Main Campus,2004,15985,,
206613,Wright State University-Lake Campus,2004,996,,
206622,Xavier University,2004,6668,,
206695,Youngstown State University,2004,13157,,
245892,Antioch University,2004,737,,
250902,Moler-Pickens Beauty Academy,2004,119,,
363147,Raphael's School of Beauty Culture Inc-Alliance,2004,52,,
363882,Raphael's School of Beauty Culture Inc-Brunswick,2004,13,,
375407,Madison Adult Career Center,2004,39,,
375416,Remington College-Cleveland Campus,2004,657,,
405012,Ohio State School of Cosmetology-Heath,2004,89,,
407568,Raphael's School of Beauty Culture Inc-Boardman,2004,63,,
411754,Cleveland Clinic Health System-School of Diagnostic Imaging,2004,37,,
434830,Creative Images Institute of Cosmetology-North Dayton,2004,149,,
439899,Rosedale Bible College,2004,83,,
441636,American Institute of Alternative Medicine,2004,293,,
441645,Brown Aveda Institute-Mentor,2004,24,,
444051,Creative Images Institute of Cosmetology-South Dayton,2004,149,,
448600,Stautzenberger College-Brecksville,2004,,,
450058,Fortis College-Columbus,2004,,,
450067,Fortis College-Cincinnati,2004,,,
450395,Brown Aveda Institute-Strongsville,2004,,,
451477,MyComputerCareer at Columbus,2004,,,
452081,Ross College-Sylvania,2004,,,
452373,ATA College-Cincinnati,2004,,,
452948,Galen College of Nursing-Cincinnati,2004,,,
453792,Ohio Medical Career College,2004,,,
454236,Chamberlain University-Ohio,2004,,,
457916,Summit Salon Academy-Perrysburg,2004,,,
461111,Allstate Hairstyling & Barber College,2004,,,
461999,Elite School of Cosmetology,2004,,,
476629,Salon Institute-Toledo Campus,2004,,,
476683,Athena Career Academy,2004,,,
482574,DeVry University-Ohio,2004,,,
483018,Antioch College,2004,,,
483647,Ohio Institute of Allied Health,2004,,,
483920,LaBarberia Institute of Hair,2004,,,
486257,Valor Christian College,2004,,,
487302,Fortis College-Cuyahoga Falls,2004,,,
487861,Felbry College,2004,,,
490692,Cincinnati School of Barbering & Hair Design,2004,,,
490832,Ross College-Canton,2004,,,
493521,Global Tech College,2004,,,
494250,Valley College-Cleveland,2004,,,
494995,Meryma'at Barber College,2004,,,
496061,Mason Anthony School of Cosmetology Arts & Sciences,2004,,,
496706,Lakewood University,2004,,,
499398,Arizona College of Nursing-Cincinnati,2004,,,
499404,Arizona College of Nursing-Cleveland,2004,,,
200590,ETI Technical College,2005,323,,
200697,Air Force Institute of Technology-Graduate School of Engineering & Management,2005,,,
200785,Herzing University-Akron,2005,280,,
200800,University of Akron Main Campus,2005,21049,,
200846,University of Akron Wayne College,2005,1587,,
200873,Allegheny Wesleyan College,2005,65,,
201061,Art Academy of Cincinnati,2005,175,,
201104,Ashland University,2005,6472,,
201140,Athenaeum of Ohio,2005,254,,
201177,Aultman College of Nursing and Health Sciences,2005,183,,
201195,Baldwin Wallace University,2005,4469,,
201283,Belmont College,2005,1639,,
201371,Bluffton University,2005,1211,,
201432,Bowling Green State University-Firelands,2005,2055,,
201441,Bowling Green State University-Main Campus,2005,19016,,
201469,Bryant & Stratton College-Parma,2005,329,,
201548,Capital University,2005,3901,,
201645,Case Western Reserve University,2005,9615,,
201654,Cedarville University,2005,3114,,
201672,Central Ohio Technical College,2005,3046,,
201690,Central State University,2005,1623,,
201751,Chatfield College,2005,228,,
201821,The Christ College of Nursing and Health Sciences,2005,301,,
201867,Cincinnati College of Mortuary Science,2005,145,,
201885,University of Cincinnati-Main Campus,2005,27932,,
201928,Cincinnati State Technical and Community College,2005,8470,,
201946,University of Cincinnati-Clermont College,2005,2815,,
201955,University of Cincinnati-Blue Ash College,2005,4497,,
201964,Ohio Christian University,2005,413,,
201973,Clark State College,2005,3504,,
202046,Cleveland Institute of Art,2005,548,,
202073,Cleveland Institute of Music,2005,402,,
202134,Cleveland State University,2005,15482,,
202170,Columbus College of Art & Design,2005,1455,,
202222,Columbus State Community College,2005,22014,,
202356,Cuyahoga Community College District,2005,24788,,
202435,Davis College,2005,451,,
202453,Dayton Barber College,2005,61,,
202480,University of Dayton,2005,10569,,
202514,Defiance College,2005,930,,
202523,Denison University,2005,2328,,
202648,Edison State Community College,2005,3095,,
202763,The University of Findlay,2005,4743,,
202806,Franklin University,2005,7033,,
202903,Gods Bible School and College,2005,271,,
202912,Good Samaritan College of Nursing and Health Science,2005,316,,
203085,Heidelberg University,2005,1586,,
203128,Hiram College,2005,1111,,
203155,Hocking College,2005,4503,,
203289,International College of Broadcasting,2005,112,,
203331,Eastern Gateway Community College,2005,1697,,
203368,John Carroll University,2005,4009,,
203386,Hondros College of Nursing,2005,,,
203438,Casal Aveda Institute,2005,107,,
203447,Kent State University at Ashtabula,2005,1518,,
203456,Kent State University at East Liverpool,2005,818,,
203465,Kent State University at Stark,2005,3718,,
203474,Kent State University at Trumbull,2005,2045,,
203483,Kent State University at Tuscarawas,2005,1949,,
203492,Kent State University at Salem,2005,1262,,
203517,Kent State University at Kent,2005,23622,,
203526,Kent State University at Geauga,2005,931,,
203535,Kenyon College,2005,1661,,
203544,Kettering College,2005,803,,
203580,Lake Erie College,2005,953,,
203599,Lakeland Community College,2005,8310,,
203614,Collins Career Technical Center,2005,591,,
203678,James A. Rhodes State College,2005,3058,,
203720,Ohio Business College-Sheffield,2005,193,,
203739,Ohio Business College-Sandusky,2005,219,,
203748,Lorain County Community College,2005,10196,,
203757,Lourdes University,2005,1824,,
203775,Malone University,2005,2277,,
203845,Marietta College,2005,1466,,
203881,Marion Technical College,2005,2099,,
203960,Mercy College of Ohio,2005,756,,
203997,Methodist Theological School in Ohio,2005,276,,
204006,Miami University-Hamilton,2005,2937,,
204015,Miami University-Middletown,2005,2306,,
204024,Miami University-Oxford,2005,16722,,
204121,Moler Hollywood Beauty Academy,2005,94,,
204176,Mount Carmel College of Nursing,2005,628,,
204185,University of Mount Union,2005,2205,,
204194,Mount Vernon Nazarene University,2005,2549,,
204200,Mount St. Joseph University,2005,2233,,
204255,Zane State College,2005,1806,,
204264,Muskingum University,2005,2396,,
204422,North Central State College,2005,3130,,
204440,Northwest State Community College,2005,3057,,
204459,Toledo Public Schools Adult and Continuing Education,2005,381,,
204468,Notre Dame College,2005,1201,,
204477,Northeast Ohio Medical University,2005,461,,
204486,University of Northwestern Ohio,2005,2915,,
204501,Oberlin College,2005,2864,,
204608,Ohio Technical College,2005,654,,
204617,Ohio Dominican University,2005,2942,,
204635,Ohio Northern University,2005,3542,,
204662,Ohio State University Agricultural Technical Institute,2005,821,,
204671,Ohio State University-Lima Campus,2005,1145,,
204680,Ohio State University-Mansfield Campus,2005,1610,,
204699,Ohio State University-Marion Campus,2005,1485,,
204705,Ohio State University-Newark Campus,2005,2183,,
204714,Ohio State Beauty Academy,2005,155,,
204723,Ohio State College of Barber Styling,2005,103,,
204769,The Spa School,2005,119,,
204778,Ohio State School of Cosmetology-Canal Winchester,2005,75,,
204796,Ohio State University-Main Campus,2005,50504,,
204802,Ohio University-Eastern Campus,2005,808,,
204820,Ohio University-Chillicothe Campus,2005,1983,,
204839,Ohio University-Southern Campus,2005,1857,,
204848,Ohio University-Lancaster Campus,2005,1708,,
204857,Ohio University-Main Campus,2005,20461,,
204866,Ohio University-Zanesville Campus,2005,1934,,
204884,East Ohio College,2005,163,,
204893,Trinity Health System School of Nursing,2005,154,,
204909,Ohio Wesleyan University,2005,1974,,
204936,Otterbein University,2005,3085,,
204945,Owens Community College,2005,20595,,
204990,Payne Theological Seminary,2005,52,,
205027,Pontifical College Josephinum,2005,138,,
205054,Professional Skills Institute,2005,245,,
205090,Firelands Regional Medical Center School of Nursing,2005,108,,
205124,Rabbinical College Telshe,2005,58,,
205142,Raphael's School of Beauty Culture Inc-Niles,2005,96,,
205179,Fortis College-Centerville,2005,533,,
205203,University of Rio Grande,2005,2373,,
205391,The Modern College of Design,2005,141,,
205443,Shawnee State University,2005,3820,,
205470,Sinclair Community College,2005,18937,,
205559,Hussian College-Daymar College Columbus,2005,71,,
205841,Stark State College,2005,6857,,
205887,Stautzenberger College-Maumee,2005,704,,
205957,Franciscan University of Steubenville,2005,2421,,
205966,Southern State Community College,2005,2309,,
206011,Terra State Community College,2005,2488,,
206048,Tiffin University,2005,1605,,
206084,University of Toledo,2005,19201,,
206154,Tri-State Bible College,2005,44,,
206279,Union Institute & University,2005,2386,,
206288,United Theological Seminary,2005,339,,
206349,Ursuline College,2005,1494,,
206394,The North Coast College,2005,302,,
206437,Walsh University,2005,2147,,
206446,Washington State Community College,2005,2292,,
206491,Wilberforce University,2005,1170,,
206507,Wilmington College,2005,1777,,
206516,Winebrenner Theological Seminary,2005,78,,
206525,Wittenberg University,2005,2093,,
206589,The College of Wooster,2005,1846,,
206604,Wright State University-Main Campus,2005,16207,,
206613,Wright State University-Lake Campus,2005,910,,
206622,Xavier University,2005,6665,,
206695,Youngstown State University,2005,12912,,
245892,Antioch University,2005,695,,
250902,Moler-Pickens Beauty Academy,2005,116,,
363147,Raphael's School of Beauty Culture Inc-Alliance,2005,53,,
363882,Raphael's School of Beauty Culture Inc-Brunswick,2005,58,,
375407,Madison Adult Career Center,2005,59,,
375416,Remington College-Cleveland Campus,2005,691,,
405012,Ohio State School of Cosmetology-Heath,2005,74,,
407568,Raphael's School of Beauty Culture Inc-Boardman,2005,68,,
411754,Cleveland Clinic Health System-School of Diagnostic Imaging,2005,35,,
434830,Creative Images Institute of Cosmetology-North Dayton,2005,133,,
439899,Rosedale Bible College,2005,89,,
441636,American Institute of Alternative Medicine,2005,305,,
441645,Brown Aveda Institute-Mentor,2005,36,,
444051,Creative Images Institute of Cosmetology-South Dayton,2005,177,,
448600,Stautzenberger College-Brecksville,2005,,,
450058,Fortis College-Columbus,2005,,,
450067,Fortis College-Cincinnati,2005,,,
450395,Brown Aveda Institute-Strongsville,2005,,,
451477,MyComputerCareer at Columbus,2005,,,
452081,Ross College-Sylvania,2005,,,
452373,ATA College-Cincinnati,2005,,,
452948,Galen College of Nursing-Cincinnati,2005,,,
453792,Ohio Medical Career College,2005,,,
454236,Chamberlain University-Ohio,2005,,,
457916,Summit Salon Academy-Perrysburg,2005,,,
461111,Allstate Hairstyling & Barber College,2005,,,
461999,Elite School of Cosmetology,2005,,,
476629,Salon Institute-Toledo Campus,2005,,,
476683,Athena Career Academy,2005,,,
482574,DeVry University-Ohio,2005,,,
483018,Antioch College,2005,,,
483647,Ohio Institute of Allied Health,2005,,,
483920,LaBarberia Institute of Hair,2005,,,
486257,Valor Christian College,2005,,,
487302,Fortis College-Cuyahoga Falls,2005,,,
487861,Felbry College,2005,,,
490692,Cincinnati School of Barbering & Hair Design,2005,,,
490832,Ross College-Canton,2005,,,
493521,Global Tech College,2005,,,
494250,Valley College-Cleveland,2005,,,
494995,Meryma'at Barber College,2005,,,
496061,Mason Anthony School of Cosmetology Arts & Sciences,2005,,,
496706,Lakewood University,2005,,,
499398,Arizona College of Nursing-Cincinnati,2005,,,
499404,Arizona College of Nursing-Cleveland,2005,,,
200590,ETI Technical College,2006,256,,
200697,Air Force Institute of Technology-Graduate School of Engineering & Management,2006,838,,
200785,Herzing University-Akron,2006,248,,
200800,University of Akron Main Campus,2006,21882,,
200846,University of Akron Wayne College,2006,1657,,
200873,Allegheny Wesleyan College,2006,49,,
201061,Art Academy of Cincinnati,2006,156,,
201104,Ashland University,2006,6459,,
201140,Athenaeum of Ohio,2006,242,,
201177,Aultman College of Nursing and Health Sciences,2006,150,,
201195,Baldwin Wallace University,2006,4349,,
201283,Belmont College,2006,1711,,
201371,Bluffton University,2006,1154,,
201432,Bowling Green State University-Firelands,2006,2024,,
201441,Bowling Green State University-Main Campus,2006,19108,,
201469,Bryant & Stratton College-Parma,2006,486,,
201548,Capital University,2006,3817,,
201645,Case Western Reserve University,2006,9592,,
201654,Cedarville University,2006,3110,,
201672,Central Ohio Technical College,2006,3091,,
201690,Central State University,2006,1766,,
201751,Chatfield College,2006,212,,
201821,The Christ College of Nursing and Health Sciences,2006,331,,
201867,Cincinnati College of Mortuary Science,2006,145,,
201885,University of Cincinnati-Main Campus,2006,28327,,
201928,Cincinnati State Technical and Community College,2006,8277,,
201946,University of Cincinnati-Clermont College,2006,2789,,
201955,University of Cincinnati-Blue Ash College,2006,4411,,
201964,Ohio Christian University,2006,506,,
201973,Clark State College,2006,3330,,
202046,Cleveland Institute of Art,2006,500,,
202073,Cleveland Institute of Music,2006,420,,
202134,Cleveland State University,2006,14807,,
202170,Columbus College of Art & Design,2006,1581,,
202222,Columbus State Community College,2006,22745,,
202356,Cuyahoga Community College District,2006,24289,,
202435,Davis College,2006,440,,
202453,Dayton Barber College,2006,53,,
202480,University of Dayton,2006,10503,,
202514,Defiance College,2006,996,,
202523,Denison University,2006,2263,,
202648,Edison State Community College,2006,3023,,
202763,The University of Findlay,2006,5263,,
202806,Franklin University,2006,7416,,
202903,Gods Bible School and College,2006,272,,
202912,Good Samaritan College of Nursing and Health Science,2006,318,,
